day,lat,lon
Friday,42.35821,-71.13558
Friday,42.35821,-71.13558
Friday,42.358061,-71.135073
Friday,42.358,-71.134877
Friday,42.35797,-71.134753
Friday,42.35823,-71.134435
Friday,42.35823,-71.134435
Friday,42.35809,-71.13397
Friday,42.35776,-71.13394
Friday,42.35776,-71.13394
Friday,42.35776,-71.13394
Friday,42.35768,-71.1338
Friday,42.357993,-71.133552
Friday,42.357607,-71.133396
Friday,42.35846,-71.135192
Friday,42.28706,-71.06097
Friday,42.28705,-71.0614
Friday,42.287186,-71.061025
Friday,42.287024,-71.061439
Friday,42.287181,-71.061462
Friday,42.28731,-71.06107
Friday,42.287077,-71.060976
Friday,42.28705,-71.0614
Friday,42.287186,-71.061025
Friday,42.29499,-71.05409
Friday,42.29523,-71.054266
Friday,42.29523,-71.054266
Friday,42.2949,-71.05436
Friday,42.29514,-71.05454
Friday,42.29486,-71.0545
Friday,42.29512,-71.05469
Friday,42.29512,-71.05469
Friday,42.29512,-71.05469
Friday,42.2948,-71.05462
Friday,42.2948,-71.05462
Friday,42.29207,-71.05654
Friday,42.29197,-71.05649
Friday,42.29248,-71.05631
Friday,42.2923,-71.05661
Friday,42.29223,-71.0562
Friday,42.265543,-71.156693
Friday,42.265625,-71.15677
Friday,42.265713,-71.156832
Friday,42.265805,-71.156894
Friday,42.26584,-71.15759
Friday,42.277263,-71.161877
Friday,42.27688,-71.16135
Friday,42.27708,-71.16167
Friday,42.2772,-71.16176
Friday,42.27735,-71.16061
Friday,42.27727,-71.1623
Friday,42.27736,-71.16235
Friday,42.27704,-71.16075
Friday,42.277366,-71.162366
Friday,42.2772,-71.16176
Friday,42.2772,-71.16176
Friday,42.27704,-71.16058
Friday,42.27704,-71.16058
Friday,42.277158,-71.161253
Friday,42.276524,-71.161968
Friday,42.276441,-71.161665
Friday,42.350406,-71.059958
Friday,42.325652,-71.06227
Friday,42.32565,-71.06227
Friday,42.357622,-71.132463
Friday,42.357989,-71.131356
Friday,42.35759,-71.1326
Friday,42.35819,-71.13174
Friday,42.35805,-71.13226
Friday,42.357925,-71.131566
Friday,42.35768,-71.13224
Friday,42.35768,-71.13224
Friday,42.357863,-71.132675
Friday,42.357861,-71.132717
Friday,42.35816,-71.13193
Friday,42.35816,-71.13193
Friday,42.35814,-71.1321
Friday,42.35814,-71.1321
